Country,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%),Material_Footprint_Per_Capita,Continent,Hemisphere,Waste_Per_Capita_kg,Economic_Loss_Per_Capita_USD,Carbon_Footprint_kgCO2e,Carbon_Per_Capita_kgCO2e,Years_From_2018,Is_Pandemic_Year,Is_Post_Pandemic,Year_Trend,Country_Trend,Year_Cycle,Year_Cycle_Cos,Population_Material_Interaction,Year_Population_Interaction,GDP_Per_Capita_Proxy,Waste_Efficiency,Economic_Intensity,Waste_Trend,Economic_Trend,Category_Waste_Share,Category_Economic_Share,Sustainability_Score,Country_Encoded,Food Category_Encoded,Continent_Encoded,Hemisphere_Encoded,ISO_Code
Italy,2024,Frozen Food,25751.15,27543.65,82.04,169.01,59.64,17.549999999999997,Europe,Unknown,82.04,162.970534287912,64377875.0,0.38091163244778414,6,0,1,6,234.0,1271.7167061731484,-0.8090169943750019,2966.125499999999,1014.06,162970.53428791199,152.36465297911369,1.0696085417544459,22568.77,22762.349999999995,0.023973030307157518,0.026426350760689256,25.267968719799615,9,3,3,2,ITA
India,2020,Grains & Cereals,38788.16,38233.95,171.57,933.35,63.84,5.23,Asia,Northern Hemisphere,171.57,40.96421492473348,96970400.00000001,0.10389500187496653,2,1,0,2,107.5,1269.2034320502764,1.0,4881.4205,1866.7,40964.21492473348,41.55800074998661,0.9857118770263914,26335.733333333355,25325.49,0.03534767177881066,0.034471779293048996,23.766299887502008,7,5,2,0,IND
Australia,2019,Prepared Food,47213.66,41479.51,119.67,634.44,33.96,46.82,Oceania,Southern Hemisphere,119.67,65.37972069856882,118034150.00000001,0.1860446220288759,1,0,0,1,45.0,1268.5751135195585,0.8090169943749413,29704.4808,634.44,65379.72069856882,74.41784881155034,0.8785489199524036,25459.483333333337,22433.080000000005,0.04994293502041404,0.04298881594602946,26.925322678267445,1,7,4,1,AUS
Saudi Arabia,2022,Bakery Items,34878.89,28723.34,109.99,1393.23,42.47,17.549999999999997,Asia,Unknown,109.99,20.61636628553792,87197225.0,0.06258638200440703,4,1,0,4,151.5,1270.4600691117123,0.30901699437502833,24451.186499999996,5572.92,20616.366285537923,25.03455280176281,0.8235164593827384,31713.72333333334,32409.39666666668,0.06859674038290983,0.056231540037046245,51.45187569891547,13,0,2,2,SAU
Saudi Arabia,2018,Frozen Food,14347.74,13176.64,81.0,97.11,35.38,28.79,Asia,Northern Hemisphere,81.0,135.6877767480177,35869350.0,0.3693682421995675,0,0,0,0,19.0,1267.9467949888406,0.3090169943749612,2795.7969,0.0,135687.7767480177,147.747296879827,0.9183773890522131,24237.320000000003,22865.486666666675,0.015213179441197534,0.013787829094137586,26.23790546802595,13,3,2,0,SAU
Turkey,2018,Beverages,25357.01,29458.54,85.67,530.96,36.42,17.43,Europe,Northern Hemisphere,85.67,55.481655868615334,63392524.99999999,0.11939228002109384,0,0,0,0,20.0,1267.9467949888406,0.3090169943749612,9254.632800000001,0.0,55481.65586861534,47.75691200843754,1.1617513263590622,19995.97333333335,20516.213333333344,0.022835171936025127,0.02677233678546069,39.991129865401035,17,1,3,0,TUR
Spain,2020,Meat & Seafood,37724.45,38936.2,174.15,1320.3,32.59,13.48,Europe,Northern Hemisphere,174.15,29.490418844202075,94311125.0,0.07143158751798834,2,1,0,2,99.0,1269.2034320502764,1.0,17797.644,2640.6,29490.418844202075,28.572635007195334,1.0321210779746293,18277.583333333325,18199.843333333323,0.03576834332868857,0.03762888268257764,33.59629061576914,16,6,3,0,ESP
Mexico,2024,Prepared Food,25896.07,27820.57,62.31,913.57,45.84,17.549999999999997,America,Unknown,62.31,30.452587103341834,64740175.0,0.07086504044572392,6,0,1,6,230.5,1271.7167061731484,-0.8090169943750019,16033.153499999999,5481.42,30452.587103341833,28.346016178289567,1.0743162958703771,34711.05333333332,35600.45666666667,0.02270999926738175,0.02415349172200745,56.29265724575019,11,7,1,2,MEX
Mexico,2024,Frozen Food,16759.44,14835.52,159.4,635.84,39.73,17.549999999999997,America,Unknown,159.4,23.332159033719176,41898600.0,0.06589487921489683,6,0,1,6,230.5,1271.7167061731484,-0.8090169943750019,11158.991999999998,3815.04,23332.159033719177,26.357951685958728,0.885203801559002,24975.03999999999,24904.03000000001,0.014697476108217516,0.012880024007835784,38.547187971816804,11,3,1,2,MEX
UK,2018,Fruits & Vegetables,45708.36,44083.59,26.57,799.74,61.48,17.549999999999997,Europe,Unknown,26.57,55.122402280741234,114270900.0,0.14288506264535974,0,0,0,0,15.0,1267.9467949888406,0.3090169943749612,14035.436999999998,0.0,55122.40228074123,57.154025058143894,0.9644535485412296,47329.18666666668,44537.909999999996,0.0695257123705541,0.06826335293866063,54.34156290794508,18,4,3,2,GBR
Russia,2019,Bakery Items,34128.57,28171.7,188.18,283.36,45.37,17.549999999999997,Europe,Unknown,188.18,99.42017221908526,85321425.0,0.3011061017786561,1,0,0,1,41.5,1268.5751135195585,0.8090169943749413,4972.968,283.36,99420.17221908526,120.44244071146244,0.8254579667416478,25164.16333333333,22435.156666666662,0.04771315711532871,0.040595976375979705,11.933633893280634,12,0,3,2,RUS
South Korea,2018,Grains & Cereals,36276.5,36781.35,195.05,287.95,48.45,21.65,Asia,Northern Hemisphere,195.05,127.73519708282689,90691250.0,0.3149548532731377,0,0,0,0,17.5,1267.9467949888406,0.3090169943749612,6234.117499999999,0.0,127735.19708282688,125.98194130925508,1.0139167229473627,20685.01333333333,22191.579999999998,0.05167239424291199,0.05141788993673497,11.102708803611737,15,5,2,0,KOR
France,2019,Meat & Seafood,16630.97,13435.43,141.55,413.02,45.87,17.1,Europe,Northern Hemisphere,141.55,32.529732216357566,41577425.0,0.10066685632657014,1,0,0,1,48.0,1268.5751135195585,0.8090169943749413,7062.642,413.02,32529.732216357566,40.266742530628065,0.807856066122421,23891.419999999995,21509.66333333334,0.03036820977537473,0.025600247522748008,31.816022791470942,5,6,3,0,FRA
Argentina,2020,Frozen Food,39920.99,42415.75,51.35,1127.43,57.38,15.81,America,Southern Hemisphere,51.35,37.621626176347974,99802474.99999999,0.08852210336783657,2,1,0,2,94.5,1269.2034320502764,1.0,17824.6683,2254.86,37621.62617634797,35.40884134713463,1.062492438188532,31001.95333333334,32596.183333333338,0.03820461262938142,0.039107446923839474,52.779120832335494,0,3,1,1,ARG
South Africa,2019,Dairy Products,8022.86,6768.62,80.96,1122.45,50.78,7.55,Africa,Southern Hemisphere,80.96,6.030219608891264,20057149.999999996,0.017869081028108153,1,0,0,1,50.5,1268.5751135195585,0.8090169943749413,8474.4975,1122.45,6030.219608891264,7.147632411243262,0.8436667223409109,27743.389999999996,27520.853333333336,0.008534097409523825,0.007200660646906905,72.81585709831174,14,2,0,1,ZAF
Argentina,2023,Fruits & Vegetables,33831.35,30292.0,171.24,793.74,62.6,17.549999999999997,America,Unknown,171.24,38.163630407942144,84578375.0,0.10655677551843173,5,0,1,5,193.5,1271.0883876424302,-0.30901699437484287,13930.136999999999,3968.7,38163.630407942146,42.62271020737269,0.8953825372029198,27681.246666666673,26836.080000000005,0.04764106504948297,0.043375574496897676,24.983870662937488,0,4,1,2,ARG
China,2018,Bakery Items,13232.58,12779.41,86.63,417.81,41.12,21.34,Asia,Northern Hemisphere,86.63,30.586654220818076,33081449.999999996,0.07917821497810008,0,0,0,0,22.5,1267.9467949888406,0.3090169943749612,8916.0654,0.0,30586.654220818076,31.671285991240037,0.9657534660663302,22584.390000000003,21751.506666666668,0.011459383626148803,0.01125908663675987,49.2079831023671,4,0,2,0,CHN
South Africa,2024,Grains & Cereals,25462.07,20702.75,152.13,957.59,53.4,17.549999999999997,Africa,Unknown,152.13,21.619638885117848,63655175.0,0.06647435228020343,6,0,1,6,226.5,1271.7167061731484,-0.8090169943750019,16805.704499999996,5745.54,21619.63888511785,26.58974091208137,0.8130819685909276,20299.02333333333,17252.29666666667,0.02627832930433428,0.021129944656084382,39.79680969934941,14,5,0,2,ZAF
Indonesia,2018,Meat & Seafood,12286.86,12617.84,88.18,1124.78,47.15,6.66,Asia,Southern Hemisphere,88.18,11.218051530076993,30717150.0,0.02730947385266452,0,0,0,0,15.5,1267.9467949888406,0.3090169943749612,7491.0348,0.0,11218.051530076993,10.923789541065808,1.026937720459092,10895.74333333333,10316.016666666656,0.015065156779160545,0.014983580077480506,66.43322625461572,8,6,2,1,IDN
Canada,2018,Frozen Food,1581.41,1654.63,72.79,875.05,48.48,35.84,America,Northern Hemisphere,72.79,1.8908976629906864,3953525.0,0.0045180561110793665,0,0,0,0,17.5,1267.9467949888406,0.3090169943749612,31361.792,0.0,1890.8976629906865,1.8072224444317468,1.0463004533928584,17335.553333333333,15102.923333333341,0.001969808436033062,0.0019938088213246386,78.90007671942556,3,3,1,0,CAN
USA,2020,Fruits & Vegetables,33216.95,33519.19,190.22,454.98,63.56,17.549999999999997,America,Unknown,190.22,73.67178777089103,83042375.0,0.1825187370873445,2,1,0,2,90.5,1269.2034320502764,1.0,7984.898999999999,909.96,73671.78777089102,73.00749483493779,1.0090989690504397,30555.553333333326,31112.366666666658,0.047935984547321384,0.04677991037327574,19.04887577475933,19,4,1,2,USA
Brazil,2022,Fruits & Vegetables,5881.53,5929.15,196.4,230.31,62.64,17.549999999999997,America,Unknown,196.4,25.744214319829794,14703824.999999998,0.06384362381138464,4,1,0,4,164.0,1270.4600691117123,0.30901699437502833,4041.9404999999992,921.24,25744.214319829793,25.53744952455386,1.0080965327049254,19306.666666666664,21743.856666666674,0.008550484213130273,0.009040329216400307,36.861221831444574,2,4,1,2,BRA
Argentina,2022,Bakery Items,11947.95,12681.14,56.45,1179.45,66.07,17.549999999999997,America,Unknown,56.45,10.751740217898172,29869875.0,0.025325257535291874,4,1,0,4,164.5,1270.4600691117123,0.30901699437502833,20699.347499999996,4717.8,10751.740217898172,10.130103014116749,1.061365338823815,28566.76333333334,28462.963333333337,0.016593537256834323,0.01769100737421293,75.36334605112552,0,0,1,2,ARG
Japan,2018,Grains & Cereals,29883.47,26779.8,65.22,442.64,65.09,18.89,Asia,Northern Hemisphere,65.22,60.500180733779146,74708675.0,0.16877976459425267,0,0,0,0,17.5,1267.9467949888406,0.3090169943749612,8361.4696,0.0,60500.18073377915,67.51190583770106,0.8961409100081081,20858.703333333342,20016.88,0.03893827903592146,0.034784025050919744,42.48121412434484,10,5,2,0,JPN
Mexico,2018,Meat & Seafood,20409.63,17866.36,134.61,422.84,60.48,10.89,America,Northern Hemisphere,134.61,42.25323999621607,51024075.00000001,0.1206699342540914,0,0,0,0,19.5,1267.9467949888406,0.3090169943749612,4604.7276,0.0,42253.23999621606,48.267973701636556,0.8753887258122759,21021.713333333322,20174.15000000001,0.019673529736298493,0.01752303898258182,26.863803944754512,11,6,1,0,MEX
Germany,2019,Frozen Food,22345.64,24910.18,163.42,684.69,33.91,19.4,Europe,Northern Hemisphere,163.42,36.38169098424104,55864100.0,0.08159035475908806,1,0,0,1,63.0,1268.5751135195585,0.8090169943749413,13282.986,684.69,36381.69098424104,32.63614190363522,1.114766907548855,17811.253333333345,18543.500000000004,0.02148487966417898,0.023618139521667202,27.81831047627394,6,3,3,0,DEU
Brazil,2020,Prepared Food,42577.15,41658.2,131.32,1277.56,38.9,18.87,America,Southern Hemisphere,131.32,32.60762703904317,106442875.0,0.08331731973449388,2,1,0,2,97.0,1269.2034320502764,1.0,24107.5572,2555.12,32607.627039043175,33.32692789379755,0.9784168268660537,19562.199999999997,19067.37333333334,0.046603083677869535,0.04679578315155225,35.52657386998133,2,7,1,1,BRA
Mexico,2022,Grains & Cereals,8949.0,8542.5,27.53,605.81,47.54,17.549999999999997,America,Unknown,27.53,14.100955745200642,22372500.0,0.036929895511794125,4,1,0,4,151.5,1270.4600691117123,0.30901699437502833,10631.965499999997,2423.24,14100.955745200641,14.771958204717652,0.9545759302715388,15372.68999999999,13748.126666666672,0.007318511944115715,0.007017131007975364,79.86715612705855,11,5,1,2,MEX
Russia,2018,Meat & Seafood,48739.3,56192.06,28.23,219.36,65.25,17.549999999999997,Europe,Unknown,28.23,256.1636579139314,121848250.0,0.555471599197666,0,0,0,0,13.5,1267.9467949888406,0.3090169943749612,3849.7679999999996,0.0,256163.65791393138,222.18863967906637,1.1529106901412207,34482.533333333326,34532.11666666666,0.0804608594805855,0.08989805447999943,32.472,12,6,3,2,RUS
China,2020,Bakery Items,38564.43,32658.89,26.13,362.46,54.73,21.96,Asia,Northern Hemisphere,26.13,90.10343210285274,96411075.0,0.2659909369309717,2,1,0,2,97.0,1269.2034320502764,1.0,7959.6215999999995,724.92,90103.43210285273,106.39637477238868,0.8468656220252704,28143.690000000002,25328.11666666667,0.03469521104365655,0.029097280968920714,47.07254378414169,4,0,2,0,CHN
Saudi Arabia,2018,Beverages,17771.61,17461.07,56.81,831.42,62.27,28.79,Asia,Northern Hemisphere,56.81,21.001503451925622,44429025.0,0.05343752255177889,0,0,0,0,19.0,1267.9467949888406,0.3090169943749612,23936.5818,0.0,21001.503451925622,21.375009020711556,0.9825260626358556,22332.74666666667,19787.016666666677,0.01884357340521786,0.018270989338767165,65.89328772461572,13,1,2,0,SAU
USA,2023,Grains & Cereals,9799.74,9998.61,130.16,157.64,38.6,17.549999999999997,America,Unknown,130.16,63.42685866531338,24499350.0,0.15541328343060137,5,0,1,5,197.5,1271.0883876424302,-0.30901699437484287,2766.5819999999994,788.1999999999999,63426.85866531338,62.165313372240554,1.0202933955390654,28935.089999999986,29465.18999999999,0.011333865252680889,0.011368011330844138,25.965869660830588,19,5,1,2,USA
Russia,2022,Fruits & Vegetables,14859.9,14172.89,80.6,1244.35,64.89,17.549999999999997,Europe,Unknown,80.6,11.389793868284647,37149750.0,0.029854743440350384,4,1,0,4,146.0,1270.4600691117123,0.30901699437502833,21838.342499999995,4977.4,11389.793868284647,11.941897376140155,0.9537675219887078,32575.92333333333,32845.549999999996,0.014483137542770256,0.013982534570859234,68.17303665903216,12,4,3,2,RUS
South Africa,2021,Bakery Items,17656.44,20511.6,50.98,771.51,51.62,7.55,Africa,Southern Hemisphere,50.98,26.58630477894,44141100.0,0.05721390519889567,3,1,0,3,121.0,1269.8317505809944,0.8090169943749828,5824.9005,2314.5299999999997,26586.30477894,22.885562079558266,1.1617064368581662,17047.123333333333,15994.323333333334,0.016606756014167497,0.019052359937901765,63.0327704371946,14,0,0,1,ZAF
UK,2022,Meat & Seafood,41283.64,42195.46,78.15,513.62,46.16,17.549999999999997,Europe,Unknown,78.15,82.15307036330361,103209100.0,0.20094447256726763,4,1,0,4,145.0,1270.4600691117123,0.30901699437502833,9014.030999999999,2054.48,82153.07036330362,80.37778902690705,1.0220867152218167,44791.71000000002,44318.026666666665,0.03659229029422961,0.037473245375821286,37.10333164596394,18,6,3,2,GBR
Saudi Arabia,2022,Frozen Food,33558.64,36201.96,44.06,1099.07,65.53,17.549999999999997,Asia,Unknown,44.06,32.93872091859481,83896600.0,0.07633417343754265,4,1,0,4,151.5,1270.4600691117123,0.30901699437502833,19288.678499999995,4396.28,32938.72091859481,30.533669375017062,1.0787671967636352,21892.663333333334,22279.89000000001,0.0660001885290367,0.07087239726158401,58.966575571467985,13,3,2,2,SAU
Germany,2020,Dairy Products,23151.0,22695.55,151.32,361.5,58.35,19.4,Europe,Northern Hemisphere,151.32,62.781604426002765,57877500.0,0.16010373443983403,2,1,0,2,106.0,1269.2034320502764,1.0,7013.099999999999,723.0,62781.60442600276,64.04149377593362,0.9803269837156062,19534.67666666668,20582.63666666667,0.023035697809256482,0.022705101127840438,20.393775933609955,6,2,3,0,DEU
Germany,2021,Frozen Food,43395.8,42356.33,148.53,690.21,36.69,19.4,Europe,Northern Hemisphere,148.53,61.3673085003115,108489500.0,0.1571833210182408,3,1,0,3,151.0,1269.8317505809944,0.8090169943749828,13390.074,2070.63,61367.308500311505,62.873328407296334,0.9760467602855576,29630.81333333335,29987.353333333333,0.04013951032272607,0.040543358321985926,20.96100073890555,6,3,3,0,DEU
Turkey,2019,Meat & Seafood,35461.44,32536.66,93.0,78.77,67.73,17.49,Europe,Northern Hemisphere,93.0,413.0590326266345,88653600.0,1.1254741652913545,1,0,0,1,55.5,1268.5751135195585,0.8090169943749413,1377.6872999999998,78.77,413059.0326266345,450.1896661165419,0.9175222438795491,24191.01666666668,25194.853333333343,0.03884211983225268,0.03446769284505954,15.200000000000003,17,6,3,0,TUR
Germany,2021,Frozen Food,5170.06,5685.82,52.39,483.54,63.67,19.4,Europe,Northern Hemisphere,52.39,11.758737643214625,12925150.000000002,0.026730260164619272,3,1,0,3,151.0,1269.8317505809944,0.8090169943749828,9380.676,1450.6200000000001,11758.737643214625,10.692104065847706,1.099758996994232,23905.620000000014,23579.233333333337,0.004782114323024652,0.005442450694248392,75.60646449104522,6,3,3,0,DEU
China,2020,Grains & Cereals,47836.43,53056.61,128.64,637.38,42.45,21.96,Asia,Northern Hemisphere,128.64,83.24172393234805,119591075.0,0.18762916156766765,2,1,0,2,97.0,1269.2034320502764,1.0,13996.864800000001,1274.76,83241.72393234805,75.05166462706705,1.1091256182787887,33211.146666666675,32831.636666666665,0.04303693933568067,0.04727053149780805,24.438250305939945,4,5,2,0,CHN
Australia,2024,Beverages,19597.5,21349.34,135.19,647.32,33.33,17.549999999999997,Oceania,Unknown,135.19,32.98112216523512,48993750.0,0.07568706358524377,6,0,1,6,212.0,1271.7167061731484,-0.8090169943750019,11360.465999999999,3883.92,32981.12216523512,30.274825434097508,1.0893909937492028,30489.97666666667,27993.03000000001,0.022805673527907303,0.025242261970023067,34.67226789429236,1,1,4,2,AUS
Australia,2020,Prepared Food,47574.43,39243.81,113.13,631.25,60.81,46.82,Oceania,Southern Hemisphere,113.13,62.16841188118811,118936075.0,0.18841358415841583,2,1,0,2,75.0,1269.2034320502764,1.0,29555.125,1262.5,62168.41188118811,75.36543366336633,0.8248929099097981,38128.53,34024.22000000001,0.06375861704850663,0.05383962600842434,28.527184950495055,1,7,4,1,AUS
USA,2022,Grains & Cereals,11479.76,12719.36,144.51,454.91,34.01,17.549999999999997,America,Unknown,144.51,27.960167945307862,28699400.0,0.06308808335714756,4,1,0,4,156.5,1270.4600691117123,0.30901699437502833,7983.670499999999,1819.64,27960.16794530786,25.235233342859026,1.1079813515265127,18165.48333333332,18745.71999999999,0.009255851997702952,0.010335445640686208,36.70858903959026,19,5,1,2,USA
Spain,2020,Prepared Food,23830.2,25819.12,139.08,302.0,46.41,13.48,Europe,Northern Hemisphere,139.08,85.49377483443708,59575500.0,0.19726986754966888,2,1,0,2,99.0,1269.2034320502764,1.0,4070.96,604.0,85493.77483443708,78.90794701986755,1.083462161458989,25109.006666666657,25907.086666666655,0.022594544789687178,0.024952220233289177,21.075807947019857,16,7,3,0,ESP
India,2020,Prepared Food,33229.0,36468.28,199.01,824.94,38.95,5.23,Asia,Northern Hemisphere,198.10090000000002,44.20719082599946,83072500.0,0.10070126312216646,2,1,0,2,107.5,1269.2034320502764,1.0,4314.436200000001,1649.88,44207.19082599946,40.28050524886658,1.0974835234283307,30628.21333333336,31718.359999999997,0.030281606179259325,0.03287984891325937,23.95792421267001,7,7,2,0,IND
France,2020,Meat & Seafood,11243.38,12223.77,193.06,18.98,68.11,17.1,Europe,Northern Hemisphere,193.06,644.0342465753424,28108449.999999996,1.4809510010537406,2,1,0,2,77.0,1269.2034320502764,1.0,324.55800000000005,37.96,644034.2465753424,592.3804004214962,1.0871970884200304,25505.883333333328,23623.973333333342,0.010444239728286906,0.011488930967096612,0.0,5,6,3,0,FRA
Argentina,2018,Meat & Seafood,34590.56,29375.24,193.51,176.71,37.7,16.88,America,Southern Hemisphere,193.51,166.23416897742064,86476400.0,0.4893690226925471,0,0,0,0,16.0,1267.9467949888406,0.3090169943749612,2982.8648,0.0,166234.16897742063,195.74760907701884,0.8492270723573138,26789.95333333334,24116.126666666674,0.049513529220417886,0.04210011938564741,0.6378586384471729,0,6,1,1,ARG
China,2024,Frozen Food,6522.86,5334.03,164.16,576.36,59.15,17.549999999999997,Asia,Unknown,164.16,9.254684572142411,16307150.0,0.028293340967450897,6,0,1,6,244.0,1271.7167061731484,-0.8090169943750019,10115.117999999999,3458.16,9254.68457214241,11.317336386980358,0.8177440570547275,30974.573333333337,30349.843333333334,0.006793322762961467,0.005459171404992349,51.361386112846134,4,3,2,2,CHN
